"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"AML001_HL60_24H:BRD-K21918725:1.11111",-0.59756,0.017736053583652,"BRD-K21918725","BRD-K21918725","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:N11|AML001_HL60_24H_X1_F1B10:N23|AML001_HL60_24H_X2_F1B10:N11|AML001_HL60_24H_X2_F1B10:N23|AML001_HL60_24H_X3_F1B10:N11|AML001_HL60_24H_X3_F1B10:N23"
"AML001_HL60_24H:BRD-A74382794:1.11111",-0.5915,0.0268150974811995,"BRD-A74382794","BRD-A74382794","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:L05|AML001_HL60_24H_X1_F1B10:L17|AML001_HL60_24H_X2_F1B10:L05|AML001_HL60_24H_X2_F1B10:L17|AML001_HL60_24H_X3_F1B10:L05|AML001_HL60_24H_X3_F1B10:L17"
"AML001_HL60_6H:BRD-K71879491:1.11111",-0.58562,0.034532753406335,"BRD-K71879491","tretinoin","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:H11|AML001_HL60_6H_X1_F1B10:H23|AML001_HL60_6H_X2_B11:H11|AML001_HL60_6H_X2_B11:H23|AML001_HL60_6H_X3_F1B10:H11|AML001_HL60_6H_X3_F1B10:H23"
"AML001_HL60_24H:BRD-K04986062:0.37037",-0.582255,0.224967105100761,"BRD-K04986062","BRD-K04986062","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:H02|AML001_HL60_24H_X1_F1B10:H14|AML001_HL60_24H_X2_F1B10:H02|AML001_HL60_24H_X2_F1B10:H14|AML001_HL60_24H_X3_F1B10:H02|AML001_HL60_24H_X3_F1B10:H14"
"AML001_HL60_24H:BRD-K65971331:1.11111",-0.58171,0.0200086079644137,"BRD-K65971331","BRD-K65971331","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:F01|AML001_HL60_24H_X1_F1B10:F13|AML001_HL60_24H_X2_F1B10:F01|AML001_HL60_24H_X2_F1B10:F13|AML001_HL60_24H_X3_F1B10:F01|AML001_HL60_24H_X3_F1B10:F13"
"AML001_HL60_6H:BRD-A73513677:3.33333",-0.573115,0.41979454889461,"BRD-A73513677","BRD-A73513677","trt_cp","HL60","3 µM","6 h","AML001_HL60_6H_X1_F1B10:M02|AML001_HL60_6H_X1_F1B10:M14|AML001_HL60_6H_X2_B11:M02|AML001_HL60_6H_X2_B11:M14|AML001_HL60_6H_X3_F1B10:M02|AML001_HL60_6H_X3_F1B10:M14"
"AML001_HL60_24H:O23",-0.5684,0.250254945824006,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:O23|AML001_HL60_24H_X3_F1B10:O23"
"AML001_HL60_24H:O02",-0.566185,0.237625591818977,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O02|AML001_HL60_24H_X3_F1B10:O02"
"AML001_HL60_6H:BRD-A95504714:10",-0.56564,0.250354280892538,"BRD-A95504714","BRD-A95504714","trt_cp","HL60","10 µM","6 h","AML001_HL60_6H_X1_F1B10:O09|AML001_HL60_6H_X1_F1B10:O21|AML001_HL60_6H_X2_B11:O09|AML001_HL60_6H_X2_B11:O21|AML001_HL60_6H_X3_F1B10:O09|AML001_HL60_6H_X3_F1B10:O21"
"AML001_HL60_6H:BRD-K64302725:3.33333",-0.56297,0.102496238909352,"BRD-K64302725","KUC105208","trt_cp","HL60","3 µM","6 h","AML001_HL60_6H_X1_F1B10:O06|AML001_HL60_6H_X1_F1B10:O18|AML001_HL60_6H_X2_B11:O06|AML001_HL60_6H_X2_B11:O18|AML001_HL60_6H_X3_F1B10:O06|AML001_HL60_6H_X3_F1B10:O18"
"AML001_HL60_6H:BRD-K65971331:1.11111",-0.55904,0.068281652477066,"BRD-K65971331","BRD-K65971331","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:F01|AML001_HL60_6H_X1_F1B10:F13|AML001_HL60_6H_X2_B11:F01|AML001_HL60_6H_X2_B11:F13|AML001_HL60_6H_X3_F1B10:F01|AML001_HL60_6H_X3_F1B10:F13"
"AML001_HL60_24H:BRD-K74176882:1.11111",-0.556915,0.0549917527218862,"BRD-K74176882","BRD-K74176882","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:P07|AML001_HL60_24H_X1_F1B10:P19|AML001_HL60_24H_X2_F1B10:P07|AML001_HL60_24H_X2_F1B10:P19|AML001_HL60_24H_X3_F1B10:P07|AML001_HL60_24H_X3_F1B10:P19"
"AML001_HL60_6H:BRD-K41790758:10",-0.556355,0.0298724077946924,"BRD-K41790758","BRD-K41790758","trt_cp","HL60","10 µM","6 h","AML001_HL60_6H_X1_F1B10:G07|AML001_HL60_6H_X1_F1B10:G19|AML001_HL60_6H_X2_B11:G07|AML001_HL60_6H_X2_B11:G19|AML001_HL60_6H_X3_F1B10:G07|AML001_HL60_6H_X3_F1B10:G19"
"AML001_HL60_6H:BRD-K03439359:1.11111",-0.55511,0.0426928145762468,"BRD-K03439359","BRD-K03439359","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:D01|AML001_HL60_6H_X1_F1B10:D13|AML001_HL60_6H_X2_B11:D01|AML001_HL60_6H_X2_B11:D13|AML001_HL60_6H_X3_F1B10:D01|AML001_HL60_6H_X3_F1B10:D13"
"AML001_HL60_24H:H21",-0.550555,0.0269321132843148,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:H21"
"AML001_HL60_24H:BRD-K23623013:10",-0.546735,0.0222465938155227,"BRD-K23623013","UTMB-00042","trt_cp","HL60","10 µM","24 h","AML001_HL60_24H_X1_F1B10:M03|AML001_HL60_24H_X1_F1B10:M15|AML001_HL60_24H_X2_F1B10:M03|AML001_HL60_24H_X3_F1B10:M03|AML001_HL60_24H_X3_F1B10:M15"
"AML001_HL60_6H:BRD-K23623013:3.33333",-0.54579,0.503851526495917,"BRD-K23623013","UTMB-00042","trt_cp","HL60","3 µM","6 h","AML001_HL60_6H_X1_F1B10:M04|AML001_HL60_6H_X1_F1B10:M16|AML001_HL60_6H_X2_B11:M04|AML001_HL60_6H_X2_B11:M16|AML001_HL60_6H_X3_F1B10:M04|AML001_HL60_6H_X3_F1B10:M16"
"AML001_HL60_24H:A06",-0.545295,0.568489689011533,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:A06|AML001_HL60_24H_X3_F1B10:A06"
"AML001_HL60_24H:BRD-K53325797:3.33333",-0.54289,0.0746684466795919,"BRD-K53325797","BRD-K53325797","trt_cp","HL60","3 µM","24 h","AML001_HL60_24H_X1_F1B10:C06|AML001_HL60_24H_X1_F1B10:C18|AML001_HL60_24H_X2_F1B10:C06|AML001_HL60_24H_X2_F1B10:C18|AML001_HL60_24H_X3_F1B10:C06|AML001_HL60_24H_X3_F1B10:C18"
"AML001_HL60_6H:BRD-K47084999:0.37037",-0.539765,0.063868424383545,"BRD-K47084999","BRD-K47084999","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:B08|AML001_HL60_6H_X1_F1B10:B20|AML001_HL60_6H_X2_B11:B08|AML001_HL60_6H_X2_B11:B20|AML001_HL60_6H_X3_F1B10:B08|AML001_HL60_6H_X3_F1B10:B20"
"AML001_HL60_24H:BRD-K57391913:10",-0.530385,0.532028651609374,"BRD-K57391913","iloprost","trt_cp","HL60","10 µM","24 h","AML001_HL60_24H_X1_F1B10:E09|AML001_HL60_24H_X1_F1B10:E21|AML001_HL60_24H_X2_F1B10:E09|AML001_HL60_24H_X2_F1B10:E21|AML001_HL60_24H_X3_F1B10:E09|AML001_HL60_24H_X3_F1B10:E21"
"AML001_HL60_24H:BRD-K65971331:0.37037",-0.52834,0.471350479230162,"BRD-K65971331","BRD-K65971331","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:F02|AML001_HL60_24H_X1_F1B10:F14|AML001_HL60_24H_X2_F1B10:F02|AML001_HL60_24H_X2_F1B10:F14|AML001_HL60_24H_X3_F1B10:F02|AML001_HL60_24H_X3_F1B10:F14"
"AML001_HL60_6H:O11",-0.5277,0.586662124822007,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X1_F1B10:O11|AML001_HL60_6H_X2_B11:O11"
"AML001_HL60_24H:BRD-A03772856:1.11111",-0.51829,0.589713015088951,"BRD-A03772856","BRD-A03772856","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:J03|AML001_HL60_24H_X1_F1B10:J15|AML001_HL60_24H_X2_F1B10:J03|AML001_HL60_24H_X2_F1B10:J15|AML001_HL60_24H_X3_F1B10:J03|AML001_HL60_24H_X3_F1B10:J15"
"AML001_HL60_24H:BRD-K21918725:3.33333",-0.51642,0.0239433347500972,"BRD-K21918725","BRD-K21918725","trt_cp","HL60","3 µM","24 h","AML001_HL60_24H_X1_F1B10:M12|AML001_HL60_24H_X1_F1B10:M24|AML001_HL60_24H_X2_F1B10:M12|AML001_HL60_24H_X2_F1B10:M24|AML001_HL60_24H_X3_F1B10:M12|AML001_HL60_24H_X3_F1B10:M24"
"AML001_HL60_6H:BRD-A19037878:1.11111",-0.5155,0.562460196431869,"BRD-A19037878","trichostatin-a","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:F05|AML001_HL60_6H_X1_F1B10:F17|AML001_HL60_6H_X2_B11:F05|AML001_HL60_6H_X2_B11:F17|AML001_HL60_6H_X3_F1B10:F05|AML001_HL60_6H_X3_F1B10:F17"
"AML001_HL60_6H:BRD-K16300438:0.37037",-0.515435,0.649121826528043,"BRD-K16300438","BRD-K16300438","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:J06|AML001_HL60_6H_X1_F1B10:J18|AML001_HL60_6H_X2_B11:J06|AML001_HL60_6H_X2_B11:J18|AML001_HL60_6H_X3_F1B10:J06|AML001_HL60_6H_X3_F1B10:J18"
"AML001_HL60_24H:BRD-K27499107:1.11111",-0.51541,0.586889447991695,"BRD-K27499107","carbacyclin","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:F03|AML001_HL60_24H_X1_F1B10:F07|AML001_HL60_24H_X1_F1B10:F15|AML001_HL60_24H_X1_F1B10:F19|AML001_HL60_24H_X2_F1B10:F03|AML001_HL60_24H_X2_F1B10:F07|AML001_HL60_24H_X2_F1B10:F15|AML001_HL60_24H_X2_F1B10:F19|AML001_HL60_24H_X3_F1B10:F03|AML001_HL60_24H_X3_F1B10:F07|AML001_HL60_24H_X3_F1B10:F15|AML001_HL60_24H_X3_F1B10:F19"
"AML001_HL60_6H:BRD-K21918725:3.33333",-0.51506,0.703060142000896,"BRD-K21918725","BRD-K21918725","trt_cp","HL60","3 µM","6 h","AML001_HL60_6H_X1_F1B10:M12|AML001_HL60_6H_X1_F1B10:M24|AML001_HL60_6H_X2_B11:M12|AML001_HL60_6H_X2_B11:M24|AML001_HL60_6H_X3_F1B10:M12|AML001_HL60_6H_X3_F1B10:M24"
"AML001_HL60_24H:H22",-0.5116,0.045790873793431,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:H22"
"AML001_HL60_24H:BRD-A73513677:1.11111",-0.49253,0.104712132806025,"BRD-A73513677","BRD-A73513677","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:N01|AML001_HL60_24H_X1_F1B10:N13|AML001_HL60_24H_X2_F1B10:N01|AML001_HL60_24H_X2_F1B10:N13|AML001_HL60_24H_X3_F1B10:N01|AML001_HL60_24H_X3_F1B10:N13"
"AML001_HL60_6H:BRD-K49071277:1.11111",-0.471265,0.840395997375503,"BRD-K49071277","securinine","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:B03|AML001_HL60_6H_X1_F1B10:B15|AML001_HL60_6H_X2_B11:B03|AML001_HL60_6H_X2_B11:B15|AML001_HL60_6H_X3_F1B10:B03|AML001_HL60_6H_X3_F1B10:B15"
"AML001_HL60_6H:BRD-K95149906:3.33333",-0.46902,0.402782326246098,"BRD-K95149906","BRD-K95149906","trt_cp","HL60","3 µM","6 h","AML001_HL60_6H_X1_F1B10:I08|AML001_HL60_6H_X1_F1B10:I20|AML001_HL60_6H_X2_B11:I08|AML001_HL60_6H_X2_B11:I20|AML001_HL60_6H_X3_F1B10:I08|AML001_HL60_6H_X3_F1B10:I20"
"AML001_HL60_24H:O12",-0.451215,0.505114421491699,"DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O12|AML001_HL60_24H_X3_F1B10:O12"
"AML001_HL60_24H:BRD-A34037822:0.37037",-0.450285,0.211696166617974,"BRD-A34037822","KUC107191N","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N06|AML001_HL60_24H_X1_F1B10:N18|AML001_HL60_24H_X2_F1B10:N06|AML001_HL60_24H_X2_F1B10:N18|AML001_HL60_24H_X3_F1B10:N06|AML001_HL60_24H_X3_F1B10:N18"
"AML001_HL60_24H:BRD-K16300438:1.11111",-0.447055,0.243651626329839,"BRD-K16300438","BRD-K16300438","trt_cp","HL60","1 µM","24 h","AML001_HL60_24H_X1_F1B10:J05|AML001_HL60_24H_X1_F1B10:J17|AML001_HL60_24H_X2_F1B10:J05|AML001_HL60_24H_X2_F1B10:J17|AML001_HL60_24H_X3_F1B10:J05|AML001_HL60_24H_X3_F1B10:J17"
"AML001_HL60_6H:BRD-K85822033:1.11111",-0.439795,0.861883629408932,"BRD-K85822033","BRD-K85822033","trt_cp","HL60","1 µM","6 h","AML001_HL60_6H_X1_F1B10:D07|AML001_HL60_6H_X1_F1B10:D19|AML001_HL60_6H_X2_B11:D07|AML001_HL60_6H_X2_B11:D19|AML001_HL60_6H_X3_F1B10:D07|AML001_HL60_6H_X3_F1B10:D19"
"AML001_HL60_24H:BRD-A95504714:0.37037",-0.438265,0.700581716528928,"BRD-A95504714","BRD-A95504714","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:P10|AML001_HL60_24H_X1_F1B10:P22|AML001_HL60_24H_X2_F1B10:P10|AML001_HL60_24H_X2_F1B10:P22|AML001_HL60_24H_X3_F1B10:P10|AML001_HL60_24H_X3_F1B10:P22"
"AML001_HL60_24H:BRD-K80368509:3.33333",-0.424685,0.623341466585289,"BRD-K80368509","BRD-K80368509","trt_cp","HL60","3 µM","24 h","AML001_HL60_24H_X1_F1B10:M08|AML001_HL60_24H_X1_F1B10:M20|AML001_HL60_24H_X2_F1B10:M08|AML001_HL60_24H_X2_F1B10:M20|AML001_HL60_24H_X3_F1B10:M08|AML001_HL60_24H_X3_F1B10:M20"
